seq,pr_station_id,bus_line_no,bus_line_no_seq,station_nm,station_id,mobile_no
"82799","231000094","37","77",원창주유소.대한통운,"237000628","42175"
"82800","231000094","37","78",청안교앞,"237000627","42633"
"82801","231000094","37","79",점동초등학교,"237000626","42634"
"82802","231000094","37","80",점동고교앞,"237000625","42178"
"82803","231000094","37","81",궁도장,"237000624","42187"
"82804","231000094","37","82",동주식품,"237000623","42185"
"82805","231000094","37","83",선돌마을,"237000622","42183"
"82806","231000094","37","84",처리입구,"237000621","42181"
"82807","231000094","37","85",삼교1통,"237000620","42169"
"82808","231000094","37","86",삼교2통입구,"237000619","42165"
"82809","231000094","37","87",정광휴레나아파트.멱곡2통,"237000618","42161"
"82810","231000094","37","88",여주IC입구.점봉동,"237000617","42155"
"82811","231000094","37","89",점봉초등학교,"237000672","42151"
"82812","231000094","37","90",부영아파트,"237000671","42133"
"82813","231000094","37","91",여주대학교,"237000670","42127"
"82814","231000094","37","92",강남아파트.여주고등학교,"237000669","42125"
"82815","231000094","37","93",세종초등학교.예일아파트,"237001180","42116"
"82816","231000094","37","94",삼환아파트,"237000667","42108"
"82817","231000094","37","95",여주종합터미널,"237000666","42111"
"82818","231000094","37","96",시민회관앞,"237000665","42188"
"82819","231000094","37","97",여주시청.한글시장입구,"237000664","42118"
"82820","231000094","37","98",KT여주지점,"237000326","42135"
"82821","231000094","37","99",여주여중.세종고,"237000987","42139"
"82822","231000094","37","100",여주터미널,"237000980","52100"
"82823","231000094","37","101",여주종합터미널,"237000666","42111"
"82824","231000094","37","102",시민회관앞,"237000665","42188"
"82825","231000094","37","103",여주시청.한글시장입구,"237000664","42118"
"82826","231000094","37","104",KT여주지점,"237000326","42135"
"82827","231000094","37","105",여주신협,"237000538","42124"
"82828","231000094","37","106",여주경찰서,"237000662","42113"
"82829","231000094","37","107",여주종합터미널,"237000661","42110"
"82830","231000094","37","108",삼한아파트,"237000660","42109"
"82831","231000094","37","109",세종초등학교.예일아파트,"237000659","42211"
"82832","231000094","37","110",강남아파트.여주고등학교,"237000658","42123"
"82833","231000094","37","111",여주대학교정문,"237000656","42122"
"82834","231000094","37","112",부영아파트,"237000889","42132"
"82835","231000094","37","113",코카콜라,"237000654","42136"
"82836","231000094","37","114",점봉초등학교,"237000653","42152"
"82837","231000094","37","115",정광휴레나아파트.한국델파이,"237000652","42160"
"82838","231000094","37","116",삼교2통입구,"237000651","42164"
"82839","231000094","37","117",삼교1통,"237000650","42168"
"82840","231000094","37","118",처리입구,"237000649","42180"
"82841","231000094","37","119",선돌마을,"237000648","42182"
"82842","231000094","37","120",동주식품,"237000647","42184"
"82843","231000094","37","121",궁도장앞,"237000646","42186"
"82844","231000094","37","122",점동고교앞,"237000645","42176"
"82845","231000094","37","123",점동초등학교,"237000832","42731"
"82846","231000094","37","124",청안교앞,"237000644","42632"
"82847","231000094","37","125",원창주유소.대한통운,"237000643","42174"
"82848","231000094","37","126",한국노총연수원,"237000642","42170"
"82849","231000094","37","127",덕평1리,"237000641","42179"
"82850","231000094","37","128",뇌곡리,"237000640","42172"
"82851","231000094","37","129",덕평2리.솔밭입구,"237000639","42167"
"82852","231000094","37","130",덕평리.높은다리,"237000638","42162"
"82853","231000094","37","131",경수주유소,"237000637","42143"
"82854","231000094","37","132",선재가든,"237000999","42326"
"82855","231000094","37","133",원부리.청솔가든,"230001555","32525"
"82856","231000094","37","134",범바우2,"230001028","32372"
"82857","231000094","37","135",봉바위,"230000102","32215"
"82858","231000094","37","136",범바우,"230000063","32220"
"82859","231000094","37","137",계자우.노탑1리,"230000062","32221"
"82860","231000094","37","138",자동차학원,"230000061","32223"
"82861","231000094","37","139",거머리,"230000060","32225"
"82862","231000094","37","140",기산아파트.노탑리,"230000059","32232"
"82863","231000094","37","141",다리앞,"230000058","32236"
"82864","231000094","37","142",농협.새마을금고,"230000057","32234"
"82865","231000094","37","143",장호원초등학교,"230000056","32228"
"82866","231000094","37","144",축협,"230000233","32243"
"82867","231000094","37","145",청미도서관입구,"230000099","32972"
"82868","231000094","37","146",장호원성모병원,"230000098","32211"
"82869","231000094","37","147",진암리,"230000097","32210"
"82870","231000094","37","148",송산1리,"230000231","32241"
"82871","231000094","37","149",송산리,"230000096","32207"
"82872","231000094","37","150",송산4리,"230000095","32205"
"82873","231000094","37","151",대서2리,"230000093","32200"
"82874","231000094","37","152",대서3리,"230000092","32199"
"82875","231000094","37","153",제요3리,"230000091","32197"
"82876","231000094","37","154",제요4리,"230000230","32240"
"82877","231000094","37","155",반월성,"230000090","32195"
"82878","231000094","37","156",설성초등학교입구,"230000089","32192"
"82879","231000094","37","157",행죽,"230000088","32187"
"82880","231000094","37","158",당촌,"231000570","34548"
"82881","231000094","37","159",청용,"231000568","34544"
"82882","231000094","37","160",운전부락,"231000567","34537"
"82883","231000094","37","161",분동,"231000475","34531"
"82884","231000094","37","162",일죽터미널,"231000393","34515"
"82885","231000094","37","163",일죽중고등학교,"231000539","34495"
"82886","231000094","37","164",반석아파트,"231000474","34491"
"82887","231000094","37","165",신촌.월정리,"231000473","34486"
"82888","231000094","37","166",광장휴게소,"231000565","34484"
"82889","231000094","37","167",신광,"231000472","34482"
"82890","231000094","37","168",죽산터미널,"231000841","33314"
"82891","231000094","37","169",죽산시장,"231000562","33309"
"82892","231000094","37","170",서부,"231001331","33783"
"82893","231000094","37","171",관음당.두원대입구,"231000520","33301"
"82894","231000094","37","172",죽산삼거리,"231000519","33298"
"82895","231000094","37","173",두현리하삼,"231000518","33288"
"82896","231000094","37","174",두현리상삼,"231000517","33281"
"82897","231000094","37","175",두평리,"231000516","33276"
"82898","231000094","37","176",용두리,"231000515","33273"
"82899","231000094","37","177",하나케미칼,"231001316","34698"
"82900","231000094","37","178",용월지방산업단지,"231000560","33270"
"82901","231000094","37","179",삼죽,"231000514","33264"
"82902","231000094","37","180",내강리강촌,"231000444","33250"
"82903","231000094","37","181",회암,"231000558","33248"
"82904","231000094","37","182",라촌,"231000471","33246"
"82905","231000094","37","183",동아방송예술대학,"231000470","33243"
"82906","231000094","37","184",도촌,"231000469","33241"
"82907","231000094","37","185",미장리,"231000468","33237"
"82908","231000094","37","186",마전초등학교,"231000467","33232"
"82909","231000094","37","187",상삼리,"231000572","34445"
"82910","231000094","37","188",거리실,"231000466","34421"
"82911","231000094","37","189",종합운동장입구,"231000465","34397"
"82912","231000094","37","190",내방리,"231000464","34379"
"82913","231000094","37","191",평촌.동신초교,"231000280","34331"
"82914","231000094","37","192",안성종합버스터미널앞,"231001279","34676"
"82915","231000094","37","193",안성푸르지오아파트,"231000279","33219"
"82916","231000094","37","194",보개우체국.가사동,"231000289","33202"
"82917","231000094","37","195",봉산로터리,"231001359","34716"
"82918","231000094","37","196",KT안성지사,"231000287","33184"
"82919","231000094","37","197",산림조합.영동,"231000286","33177"
"82920","231000094","37","198",서인사거리.맥도널드앞,"231000285","33165"
"82921","231000094","37","199",(구)안성터미널,"231000284","33142"
"83229","231000108",35-2,"1",삼죽,"231000856","33262"
"83230","231000108",35-2,"2",삼죽초등학교,"231000854","33257"
"83231","231000108",35-2,"3",덕산산업단지,"231000852","33263"
"83232","231000108",35-2,"4",계곡,"231001350","33796"
"83233","231000108",35-2,"5",하덕,"231000529","33255"
"83234","231000108",35-2,"6",율곡리품곡마을,"231000528","33613"
"83235","231000108",35-2,"7",율곡리.우미건설,"231001348","33795"
"83236","231000108",35-2,"8",율현마을,"231000527","33267"
"83237","231000108",35-2,"9",석천리,"228001993","47914"
"83238","231000108",35-2,"10",새래,"228000633","29721"
"83239","231000108",35-2,"11",장평삼거리,"228000632","29716"
"83240","231000108",35-2,"12",장평교,"228000630","29711"
"83241","231000108",35-2,"13",곡율.선영주유소,"228001238","29701"
"83242","231000108",35-2,"14",강촌,"228000629","29704"
"83243","231000108",35-2,"15",가리산,"228001237","29700"
"83244","231000108",35-2,"16",장계리,"228000628","29696"
"83245","231000108",35-2,"17",영곡,"228000627","29693"
"83246","231000108",35-2,"18",협진화학,"228001989","47907"
"83247","231000108",35-2,"19",내수곡,"228000626","29691"
"83248","231000108",35-2,"20",백암중고교,"228001999","47913"
"83249","231000108",35-2,"21",백암시장입구,"228002175","56025"
"83250","231000108",35-2,"22",백암면주민자치센터,"228002185","56044"
"83251","231000108",35-2,"23",백암터미널,"228001584","47447"
"83252","231000108",35-2,"24",백암터미널(경유),"277101632",
"83253","231000108",35-2,"25",백암중고교,"228001998","47908"
"83254","231000108",35-2,"26",내수곡,"228000642","29690"
"83255","231000108",35-2,"27",협진화학,"228001988","47911"
"83256","231000108",35-2,"28",영곡,"228000641","47669"
"83257","231000108",35-2,"29",장계리,"228000640","29695"
"83258","231000108",35-2,"30",가리산,"228000639","29699"
"83259","231000108",35-2,"31",강촌,"228000638","29703"
"83260","231000108",35-2,"32",곡율.선영주유소,"228000637","29702"
"83261","231000108",35-2,"33",장평교,"228001239","29710"
"83262","231000108",35-2,"34",장평삼거리,"228000635","29717"
"83263","231000108",35-2,"35",새래,"228000634","29720"
"83264","231000108",35-2,"36",석천리,"228001992","47915"
"83265","231000108",35-2,"37",율현마을,"231000532","33268"
"83266","231000108",35-2,"38",율곡리.우미건설,"231001347","33792"
"83267","231000108",35-2,"39",품곡마을,"231000531","33252"
"83268","231000108",35-2,"40",하덕,"231000530","33256"
"83269","231000108",35-2,"41",계곡,"231001349","33794"
"83270","231000108",35-2,"42",덕산산업단지,"231000853","33266"
"83271","231000108",35-2,"43",삼죽초등학교,"231000855","33258"
"83272","231000108",35-2,"44",삼죽,"231000857","33261"
"83273","231000109",15-4,"1",알파문구,"231000311","33145"
"83274","231000109",15-4,"2",서인사거리(경유),"277102389",
"83275","231000109",15-4,"3",성모병원입구,"231000301","33169"
"83276","231000109",15-4,"4",국민은행.영동,"231000300","33178"
"83277","231000109",15-4,"5",봉남동.모두투어,"231000299","33183"
"83278","231000109",15-4,"6",봉산로터리,"231001360","34717"
"83279","231000109",15-4,"7",봉산로타리.안성시청,"231000297","33198"
"83280","231000109",15-4,"8",보개우체국,"231000296","33207"
"83281","231000109",15-4,"9",보개농협.가사동,"231000713","33218"
"83282","231000109",15-4,"10",보개면사무소,"231000295","33222"
"83283","231000109",15-4,"11",불현리,"231001036","34294"
"83284","231000109",15-4,"12",적재울.기좌,"231000294","34288"
"83285","231000109",15-4,"13",양지아파트.엄마목장,"231001034","34289"
"83286","231000109",15-4,"14",기좌리,"231000293","33509"
"83287","231000109",15-4,"15",신장리,"231000513","34297"
"83288","231000109",15-4,"16",적가리,"231000512","34304"
"83289","231000109",15-4,"17",오림,"231000511","34301"
"83290","231000109",15-4,"18",가율초등학교,"231000510","34306"
"83291","231000109",15-4,"19",율동,"231000509","34314"
"83292","231000109",15-4,"20",분토마을회관,"231000508","34318"
"83293","231000109",15-4,"21",가좌리,"231000507","34324"
"83294","231000109",15-4,"22",풍정.남풍리,"231000506","34334"
"83295","231000109",15-4,"23",서삼초등학교,"231000504","34340"
"83296","231000109",15-4,"24",평장골,"231000503","34345"
"83297","231000109",15-4,"25",서삼삼거리,"231001033","34349"
"83298","231000109",15-4,"26",북가현,"231001035","33682"
"83299","231000109",15-4,"27",북가현리(경유),"277101968",
"83300","231000109",15-4,"28",평장골,"231000500","34343"
"83301","231000109",15-4,"29",서삼초등학교,"231000499","34341"
"83302","231000109",15-4,"30",풍정.남풍리,"231000497","34333"
"83303","231000109",15-4,"31",가좌리,"231000496","34325"
"83304","231000109",15-4,"32",분토마을회관,"231000495","34319"
"83305","231000109",15-4,"33",율동,"231000494","34315"
"83306","231000109",15-4,"34",가율초등학교,"231000493","34309"
"83307","231000109",15-4,"35",오림,"231000492","34300"
"83308","231000109",15-4,"36",적가리,"231000491","34303"
"83309","231000109",15-4,"37",신장리,"231000490","34296"
"83310","231000109",15-4,"38",엄마목장,"231000292","34295"
"83311","231000109",15-4,"39",양지아파트.엄마목장,"231001032","34291"
"83312","231000109",15-4,"40",적재울.기좌,"231000291","34287"
"83313","231000109",15-4,"41",불현리,"231001178","34293"
"83314","231000109",15-4,"42",보개면사무소,"231000290","33221"
"83315","231000109",15-4,"43",보개농협.가사동,"231000714","33217"
"83316","231000109",15-4,"44",보개우체국.가사동,"231000289","33202"
"83317","231000109",15-4,"45",봉산로터리,"231001359","34716"
"83318","231000109",15-4,"46",KT안성지사,"231000287","33184"
"83319","231000109",15-4,"47",산림조합.영동,"231000286","33177"
"83320","231000109",15-4,"48",서인사거리.맥도널드앞,"231000285","33165"
"83321","231000109",15-4,"49",(구)안성터미널,"231000284","33142"
"83322","231000109",15-4,"50",알파문구,"231000311","33145"
"83494","231000119",10-7,"1",안성종합버스터미널,"231001273","34663"
"83495","231000119",10-7,"2",버스터미널입구(경유),"277101894",
"83496","231000119",10-7,"3",안성푸르지오아파트,"231000279","33219"
"83497","231000119",10-7,"4",보개우체국.가사동,"231000289","33202"
"83498","231000119",10-7,"5",봉산로타리.안성시청,"231000298","33195"
"83499","231000119",10-7,"6",시민회관,"231000306","33180"
"83500","231000119",10-7,"7",서광아파트,"231000305","33173"
"83501","231000119",10-7,"8",인지사거리,"231000576","33161"
"83502","231000119",10-7,"9",동양석재앞,"231001091","33583"
"83503","231000119",10-7,"10",안성소방서,"231000196","33092"
"83504","231000119",10-7,"11",안성장례식장,"231001117","33831"
"83505","231000119",10-7,"12",안성경찰서,"231000195","33083"
"83506","231000119",10-7,"13",안성두원공업고등학교,"231000194","34199"
"83507","231000119",10-7,"14",신기리,"231000193","34188"
"83508","231000119",10-7,"15",용두리,"231000192","34600"
"83509","231000119",10-7,"16",요양원,"231001092","34602"
"83510","231000119",10-7,"17",갈전리,"231000191","34169"
"83511","231000119",10-7,"18",수녀원,"231001093","34604"
"83512","231000119",10-7,"19",역전,"231000190","34141"
"83513","231000119",10-7,"20",농협,"231001192","33835"
"83514","231000119",10-7,"21",후평리,"231000189","34132"
"83515","231000119",10-7,"22",미양면사무소,"231000188","34125"
"83516","231000119",10-7,"23",고지리,"231000187","34104"
"83517","231000119",10-7,"24",진촌리,"231000186","34096"
"83518","231000119",10-7,"25",신고지,"231001111","34092"
"83519","231000119",10-7,"26",공간세라믹,"231001096","34608"
"83520","231000119",10-7,"27",개정산업단지,"231001100","33830"
"83521","231000119",10-7,"28",사거리2구,"231000185","34074"
"83522","231000119",10-7,"29",사거리,"231000184","34066"
"83523","231000119",10-7,"30",개리촌마을회관,"231001344","33788"
"83524","231000119",10-7,"31",개정리(경유),"277101888",
"83525","231000119",10-7,"32",사거리,"231000181","34065"
"83526","231000119",10-7,"33",사거리2구,"231000180","34071"
"83527","231000119",10-7,"34",개정산업단지,"231001125","33833"
"83528","231000119",10-7,"35",공간세라믹,"231001099","34609"
"83529","231000119",10-7,"36",신고지,"231001094","33729"
"83530","231000119",10-7,"37",진촌리,"231000179","34095"
"83531","231000119",10-7,"38",고지리,"231000178","34102"
"83532","231000119",10-7,"39",미양면사무소,"231000177","34124"
"83533","231000119",10-7,"40",후평리,"231000176","34131"
"83534","231000119",10-7,"41",농협,"231000553","33150"
"83535","231000119",10-7,"42",역전,"231000175","34142"
"83536","231000119",10-7,"43",수녀원,"231001101","34605"
"83537","231000119",10-7,"44",갈전리,"231000174","34170"
"83538","231000119",10-7,"45",요양원입구,"231001102","33678"
"83539","231000119",10-7,"46",용두리,"231000173","34601"
"83540","231000119",10-7,"47",신기리,"231000172","34189"
"83541","231000119",10-7,"48",안성두원공업고등학교,"231000171","34200"
"83542","231000119",10-7,"49",안성경찰서,"231000170","33074"
"83543","231000119",10-7,"50",안성장례식장,"231001119","33832"
"83544","231000119",10-7,"51",안성소방서,"231000169","33091"
"83545","231000119",10-7,"52",동양석재앞,"231001120","33654"
"83546","231000119",10-7,"53",인지사거리,"231000310","33160"
"83547","231000119",10-7,"54",서광아파트,"231000309","33174"
"83548","231000119",10-7,"55",시민회관,"231000308","33182"
"83549","231000119",10-7,"56",한마음세차장,"231000307","33193"
"83550","231000119",10-7,"57",봉산로타리.안성시청,"231000297","33198"
"83551","231000119",10-7,"58",보개우체국,"231000283","33203"
"83552","231000119",10-7,"59",안성푸르지오아파트,"231000282","33220"
"83553","231000119",10-7,"60",안성종합버스터미널,"231001274","34664"
"83554","231000119",10-7,"61",안성터미널(경유),"277101938",
"83593","231000122",10-8,"1",안성종합버스터미널,"231001273","34663"
"83594","231000122",10-8,"2",버스터미널입구(경유),"277101894",
"83595","231000122",10-8,"3",안성푸르지오아파트,"231000279","33219"
"83596","231000122",10-8,"4",보개우체국.가사동,"231000289","33202"
"83597","231000122",10-8,"5",봉산로타리.안성시청,"231000298","33195"
"83598","231000122",10-8,"6",시민회관,"231000306","33180"
"83599","231000122",10-8,"7",서광아파트,"231000305","33173"
"83600","231000122",10-8,"8",인지사거리,"231000576","33161"
"83601","231000122",10-8,"9",하나로마트,"231000304","33133"
"83602","231000122",10-8,"10",한경대,"231000322","33121"
"83603","231000122",10-8,"11",우남아파트,"231000549","33107"
"83604","231000122",10-8,"12",이마트앞,"231000321","33096"
"83605","231000122",10-8,"13",신건지동,"231000320","33086"
"83606","231000122",10-8,"14",안성경찰서,"231000977","33363"
"83607","231000122",10-8,"15",안성두원공업고등학교,"231000194","34199"
"83608","231000122",10-8,"16",신기리,"231000193","34188"
"83609","231000122",10-8,"17",용두리,"231000192","34600"
"83610","231000122",10-8,"18",요양원,"231001092","34602"
"83611","231000122",10-8,"19",갈전리,"231000191","34169"
"83612","231000122",10-8,"20",수녀원,"231001093","34604"
"83613","231000122",10-8,"21",역전,"231000190","34141"
"83614","231000122",10-8,"22",농협,"231001192","33835"
"83615","231000122",10-8,"23",후평리,"231000189","34132"
"83616","231000122",10-8,"24",미양면사무소,"231000188","34125"
"83617","231000122",10-8,"25",고지리,"231000187","34104"
"83618","231000122",10-8,"26",상고지리,"231000145","34115"
"83619","231000122",10-8,"27",보촌리,"231000144","34113"
"83620","231000122",10-8,"28",신법전,"231000981","34122"
"83621","231000122",10-8,"29",신촌리,"231000980","34133"
"83622","231000122",10-8,"30",법전리법전,"231000141","34110"
"83623","231000122",10-8,"31",법전리(경유),"277102024",
"83624","231000122",10-8,"32",신법전,"231000143","34123"
"83625","231000122",10-8,"33",오리농장,"231001166","33468"
"83626","231000122",10-8,"34",보촌,"231000137","33513"
"83627","231000122",10-8,"35",상고지리,"231000136","34117"
"83628","231000122",10-8,"36",고지리,"231000178","34102"
"83629","231000122",10-8,"37",미양면사무소,"231000177","34124"
"83630","231000122",10-8,"38",후평리,"231000176","34131"
"83631","231000122",10-8,"39",농협,"231000553","33150"
"83632","231000122",10-8,"40",역전,"231000175","34142"
"83633","231000122",10-8,"41",수녀원,"231001101","34605"
"83634","231000122",10-8,"42",갈전리,"231000174","34170"
"83635","231000122",10-8,"43",요양원입구,"231001102","33678"
"83636","231000122",10-8,"44",용두리,"231000173","34601"
"83637","231000122",10-8,"45",신기리,"231000172","34189"
"83638","231000122",10-8,"46",안성두원공업고등학교,"231000171","34200"
"83639","231000122",10-8,"47",안성경찰서,"231000976","33364"
"83640","231000122",10-8,"48",옥산1동,"231001165","33658"
"83641","231000122",10-8,"49",안성제1공단입구,"231000316","33077"
"83642","231000122",10-8,"50",개내교.옥산주공아파트,"231000315","33087"
"83643","231000122",10-8,"51",이마트앞,"231000314","33093"
"83644","231000122",10-8,"52",우남아파트,"231000313","33106"
"83645","231000122",10-8,"53",한경대,"231000312","33120"
"83646","231000122",10-8,"54",(구)안성터미널,"231000302","33134"
"83647","231000122",10-8,"55",성모병원입구,"231000301","33169"
"83648","231000122",10-8,"56",국민은행.영동,"231000300","33178"
"83649","231000122",10-8,"57",봉남동.모두투어,"231000299","33183"
"83650","231000122",10-8,"58",봉산로터리,"231001360","34717"
"83651","231000122",10-8,"59",봉산로타리.안성시청,"231000297","33198"
"83652","231000122",10-8,"60",보개우체국,"231000283","33203"
"83653","231000122",10-8,"61",안성푸르지오아파트,"231000282","33220"
"83654","231000122",10-8,"62",안성종합버스터미널,"231001274","34664"
"83655","231000122",10-8,"63",안성터미널(경유),"277101938",
"84265","232000006","1002","1",완정사거리,"168000561","99207"
"84266","232000006","1002","2",대우푸르지오,"168000407","99100"
"84267","232000006","1002","3",청마마을,"168000428","99112"
"84268","232000006","1002","4",동문아파트,"168000436","99128"
"84269","232000006","1002","5",보람프라자앞,"168000442","99157"
"84270","232000006","1002","6",원당사거리.검단선사박물관,"168000446","99134"
"84271","232000006","1002","7",서구영어마을,"168000448","99136"
"84272","232000006","1002","8",인천영어마을,"168000454","99139"
"84273","232000006","1002","9",바리미마을,"168000467","99168"
"84274","232000006","1002","10",유현사거리,"168000483","99150"
"84275","232000006","1002","11",현대프라임아파트,"232000473","35474"
"84276","232000006","1002","12",유현마을.신동아아파트,"232000349","35252"
"84277","232000006","1002","13",당곡고개,"232000348","35250"
"84278","232000006","1002","14",양도사거리,"232000347","35255"
"84279","232000006","1002","15",수행마을.홈플러스,"232000346","35262"
"84280","232000006","1002","16",장릉입구,"232000345","35264"
"84281","232000006","1002","17",길훈4차아파트,"232000344","35266"
"84282","232000006","1002","18",조리미입구,"232000360","35268"
"84283","232000006","1002","19",선수동,"232000359","35271"
"84284","232000006","1002","20",장곡,"232000358","35273"
"84285","232000006","1002","21",천등고개,"232000357","35275"
"84286","232000006","1002","22",고촌,"232000356","35277"
"84287","232000006","1002","23",아라대교,"232000355","35279"
"84288","232000006","1002","24",개화검문소,"115000073","84006"
"84289","232000006","1002","25",개화2치안센터,"115000071",
"84290","232000006","1002","26",방화중학교,"115000067","84015"
"84291","232000006","1002","27",송정역(중),"115000634",
"84292","232000006","1002","28",공항중학교.공항초등학교(중),"115000635",
"84293","232000006","1002","29",마곡역(중),"115000896",
"84294","232000006","1002","30",마곡동로사거리(중),"115000922",
"84295","232000006","1002","31",발산역3번출구,"115000123",
"84296","232000006","1002","32",서울호서전문학교.등촌주공3단지아파트,"115000125","84054"
"84297","232000006","1002","33",KT가양지사,"115000126","84056"
"84298","232000006","1002","34",양천향교역.휴먼빌아파트,"115000128","84058"
"84299","232000006","1002","35",가양한강타운아파트,"115000130","84062"
"84300","232000006","1002","36",가양2단지성지아파트.동양고등학교,"115000132","84068"
"84301","232000006","1002","37",한보구암마을아파트,"115000134","84117"
"84302","232000006","1002","38",공진중학교.우체국앞.허준박물관,"115000136",
"84303","232000006","1002","39",가양도시개발4단지아파트,"115000138","84078"
"84304","232000006","1002","40",가양도시개발5단지아파트,"115000140","84080"
"84305","232000006","1002","41",가양초등학교,"115000143","84084"
"84306","232000006","1002","42",가양3동도시개발9단지아파트,"115000146","84088"
"84307","232000006","1002","43",블루나인비지니스센터.이마트,"115000156","84090"
"84308","232000006","1002","44",태영.삼성한사랑아파트,"115000154","84093"
"84309","232000006","1002","45",태영송화아파트,"115000587","84255"
"84310","232000006","1002","46",염창동관음삼성아파트,"115000153","84096"
"84311","232000006","1002","47",염창동새마을금고,"115000151","84098"
"84312","232000006","1002","48",강서연세병원,"115000609","84248"
"84313","232000006","1002","49",성산대교남단(경유),"277103404",
"84314","232000006","1002","50",양화대교남단(경유),"277103406",
"84315","232000006","1002","51",여의하류IC(경유),"277103410",
"84316","232000006","1002","52",국회의사당,"118000046",
"84317","232000006","1002","53",여의도순복음교회,"118000051",
"84318","232000006","1002","54",마포대교(경유),"277104322",
"84319","232000006","1002","55",마포역(중),"113000001",
"84320","232000006","1002","56",공덕역(중),"113000003",
"84321","232000006","1002","57",아현동주민센터(중),"113000005",
"84322","232000006","1002","58",마포경찰서(중),"113000007",
"84323","232000006","1002","59",아현초등학교(중),"113000009",
"84324","232000006","1002","60",충정로역(중),"112000430",
"84325","232000006","1002","61",서대문역사거리(중),"101000304",
"84326","232000006","1002","62",서울역사박물관.김구집무실(경교장),"100000154",
"84327","232000006","1002","63",광화문,"100000025",
"84328","232000006","1002","64",시청.서소문청사,"101000038","72007"
"84329","232000006","1002","65",경찰청앞교차로(경유),"277101975",
"84330","232000006","1002","66",충정로역2호선,"112000054",
"84331","232000006","1002","67",아현초등학교(중),"113000010",
"84332","232000006","1002","68",마포경찰서(중),"113000008",
"84333","232000006","1002","69",아현동주민센터(중),"113000006",
"84334","232000006","1002","70",공덕역(중),"113000004",
"84335","232000006","1002","71",마포역(중),"113000002",
"84336","232000006","1002","72",마포대교(경유),"277104321",
"84337","232000006","1002","73",여의도순복음교회,"118000052",
"84338","232000006","1002","74",국회의사당,"118000044",
"84339","232000006","1002","75",영등포아리수정수센터,"118000130","84108"
"84340","232000006","1002","76",염창동아3차아파트.나이아가라호텔,"115000148","84116"
"84341","232000006","1002","77",염창동새마을금고,"115000150","84115"
"84342","232000006","1002","78",염창동한마음.관음삼성아파트,"115000152",
"84343","232000006","1002","79",금호.한솔아파트,"115000155","84092"
"84344","232000006","1002","80",블루나인비지니스센터.이마트,"115000157","84091"
"84345","232000006","1002","81",가양도시개발9단지.세현고등학교,"115000147","84089"
"84346","232000006","1002","82",가양3동주민센터,"115000145","84086"
"84347","232000006","1002","83",가양3동도시개발6단지아파트,"115000142","84251"
"84348","232000006","1002","84",가양2동강변아파트,"115000141","84081"
"84349","232000006","1002","85",대림경동아파트,"115000139","84079"
"84350","232000006","1002","86",탑산초등학교.허준박물관,"115000137",
"84351","232000006","1002","87",가양동천주교.영등포공업고등학교,"115000135",
"84352","232000006","1002","88",가양2단지성지아파트.동양고등학교,"115000133","84069"
"84353","232000006","1002","89",가양한강타운아파트,"115000131","84065"
"84354","232000006","1002","90",양천향교입구,"115000129","84059"
"84355","232000006","1002","91",양천향교역,"115000212","84112"
"84356","232000006","1002","92",KT가양지사,"115000127","84057"
"84357","232000006","1002","93",서울호서전문학교.등촌주공3단지아파트,"115000124","84055"
"84358","232000006","1002","94",발산역2번출구,"115000122",
"84359","232000006","1002","95",마곡동로사거리(중),"115000923",
"84360","232000006","1002","96",마곡역(중),"115000895",
"84361","232000006","1002","97",공항초등학교.공항중학교(중),"115000894",
"84362","232000006","1002","98",송정역(중),"115000633",
"84363","232000006","1002","99",방화중학교,"115000066","84017"
"84364","232000006","1002","100",방화동도시개발11단지,"115000069",
"84365","232000006","1002","101",개화2치안센터,"115000070",
"84366","232000006","1002","102",개화검문소,"115000072","84007"
"84367","232000006","1002","103",상사마을,"115000074","84110"
"84368","232000006","1002","104",아라대교,"232000433","35280"
"84369","232000006","1002","105",고촌,"232000432","35278"
"84370","232000006","1002","106",천등고개,"232000431","35276"
"84371","232000006","1002","107",장곡,"232000430","35274"
"84372","232000006","1002","108",선수동,"232000429","35272"
"84373","232000006","1002","109",길훈4차아파트,"232000354","35265"
"84374","232000006","1002","110",장릉입구,"232000353","35263"
"84375","232000006","1002","111",수행마을.홈플러스,"232000352","35261"
"84376","232000006","1002","112",양도사거리.대림아파트.신안아파트,"232000351","35253"
"84377","232000006","1002","113",당곡고개,"232000350","35249"
"84378","232000006","1002","114",현대프라임아파트,"232000474","35471"
"84379","232000006","1002","115",유현사거리,"168000484","99151"
"84380","232000006","1002","116",바리미마을,"168000465","99167"
"84381","232000006","1002","117",인천영어마을,"168000697","99138"
"84382","232000006","1002","118",서구영어마을,"168000449","99137"
"84383","232000006","1002","119",원당사거리.검단선사박물관,"168000447","99135"
"84384","232000006","1002","120",삼정프라자,"168000443","99153"
"84385","232000006","1002","121",참빛감리교회,"168000437","99130"
"84386","232000006","1002","122",청마마을,"168000431","99115"
"84387","232000006","1002","123",대우푸르지오,"168000405","99166"
"84462","232000009","81","1",구래리차고지,"232000647","35618"
"84463","232000009","81","2",금성백조예미지,"232000847","35794"
"84464","232000009","81","3",나비마을삼거리,"232000848","35795"
"84465","232000009","81","4",구래동행정복지센터,"232000822","35734"
"84466","232000009","81","5",한강반도유보라5차,"232000027","35590"
"84467","232000009","81","6",구래환승센터,"232000725","35196"
