std_ymd,tm_trm,org,dst,pop
20180703,00_05,남양읍,양감면,8.28
20180703,00_05,남양읍,우정읍,52.44
20180703,00_05,남양읍,장안면,104.88
20180703,00_05,남양읍,정남면,16.56
20180703,00_05,남양읍,진안동,5.52
20180703,00_05,남양읍,팔탄면,187.65
20180703,00_05,남양읍,향남읍,102.11
20180703,00_05,남양읍,화산동,5.52
20180703,00_05,동탄1동,기배동,2.76
20180703,00_05,동탄1동,남양읍,2.76
20180703,00_05,동탄1동,동탄2동,1688.56
20180703,00_05,동탄1동,동탄3동,444.26
20180703,00_05,동탄1동,동탄4동,16.56
20180703,00_05,동탄1동,동탄5동,80.04
20180703,00_05,동탄1동,동탄6동,620.8
20180703,00_05,동탄1동,반월동,786.38
20180703,00_05,동탄1동,병점1동,2.76
20180703,00_05,동탄1동,병점2동,52.44
20180703,00_05,동탄1동,봉담읍,8.28
20180703,00_05,동탄1동,송산면,2.76
20180703,00_05,동탄1동,양감면,2.76
20180703,00_05,동탄1동,우정읍,11.04
20180703,00_05,동탄1동,장안면,2.76
20180703,00_05,동탄1동,정남면,8.28
20180703,00_05,동탄1동,진안동,41.4
20180703,00_05,동탄1동,향남읍,2.76
20180703,00_05,동탄1동,화산동,8.28
20180703,00_05,동탄2동,기배동,19.32
20180703,00_05,동탄2동,남양읍,44.16
20180703,00_05,동탄2동,동탄1동,1680.28
20180703,00_05,동탄2동,동탄3동,2276.26
20180703,00_05,동탄2동,동탄4동,124.19
20180703,00_05,동탄2동,동탄5동,231.78
20180703,00_05,동탄2동,동탄6동,1917.55
20180703,00_05,동탄2동,마도면,5.52
20180703,00_05,동탄2동,반월동,2088.61
20180703,00_05,동탄2동,병점1동,110.4
20180703,00_05,동탄2동,병점2동,248.33
20180703,00_05,동탄2동,봉담읍,57.96
20180703,00_05,동탄2동,서신면,2.76
20180703,00_05,동탄2동,송산면,8.28
20180703,00_05,동탄2동,양감면,13.8
20180703,00_05,동탄2동,우정읍,184.86
20180703,00_05,동탄2동,장안면,8.28
20180703,00_05,동탄2동,정남면,44.16
20180703,00_05,동탄2동,진안동,231.79
20180703,00_05,동탄2동,팔탄면,13.8
20180703,00_05,동탄2동,향남읍,57.96
20180703,00_05,동탄2동,화산동,60.72
20180703,00_05,동탄3동,기배동,13.8
20180703,00_05,동탄3동,남양읍,13.8
20180703,00_05,동탄3동,동탄1동,314.57
20180703,00_05,동탄3동,동탄2동,2767.33
20180703,00_05,동탄3동,동탄4동,49.68
20180703,00_05,동탄3동,동탄5동,91.08
20180703,00_05,동탄3동,동탄6동,176.62
20180703,00_05,동탄3동,마도면,16.56
20180703,00_05,동탄3동,매송면,11.04
20180703,00_05,동탄3동,반월동,1349.2
20180703,00_05,동탄3동,병점1동,474.59
20180703,00_05,동탄3동,병점2동,1186.44
20180703,00_05,동탄3동,봉담읍,33.12
20180703,00_05,동탄3동,서신면,8.28
20180703,00_05,동탄3동,송산면,5.52
20180703,00_05,동탄3동,양감면,8.28
20180703,00_05,동탄3동,우정읍,110.37
20180703,00_05,동탄3동,장안면,2.76
20180703,00_05,동탄3동,정남면,52.44
20180703,00_05,동탄3동,진안동,626.33
20180703,00_05,동탄3동,팔탄면,11.04
20180703,00_05,동탄3동,향남읍,46.92
20180703,00_05,동탄3동,화산동,57.96
20180703,00_05,동탄4동,기배동,5.52
20180703,00_05,동탄4동,남양읍,19.32
20180703,00_05,동탄4동,동탄1동,173.85
20180703,00_05,동탄4동,동탄2동,394.57
20180703,00_05,동탄4동,동탄3동,77.28
20180703,00_05,동탄4동,동탄5동,2657
20180703,00_05,동탄4동,동탄6동,1534.05
20180703,00_05,동탄4동,마도면,16.56
20180703,00_05,동탄4동,매송면,5.52
20180703,00_05,동탄4동,반월동,231.76
20180703,00_05,동탄4동,병점1동,16.56
20180703,00_05,동탄4동,병점2동,19.32
20180703,00_05,동탄4동,봉담읍,27.6
20180703,00_05,동탄4동,비봉면,5.52
20180703,00_05,동탄4동,서신면,16.56
20180703,00_05,동탄4동,양감면,8.28
20180703,00_05,동탄4동,우정읍,176.58
20180703,00_05,동탄4동,장안면,5.52
20180703,00_05,동탄4동,정남면,13.8
20180703,00_05,동탄4동,진안동,33.12
20180703,00_05,동탄4동,팔탄면,11.04
20180703,00_05,동탄4동,향남읍,27.6
20180703,00_05,동탄4동,화산동,13.8
20180703,00_05,동탄5동,기배동,2.76
20180703,00_05,동탄5동,남양읍,13.8
20180703,00_05,동탄5동,동탄1동,160.04
20180703,00_05,동탄5동,동탄2동,286.96
20180703,00_05,동탄5동,동탄3동,77.28
20180703,00_05,동탄5동,동탄4동,1989.31
20180703,00_05,동탄5동,동탄6동,733.91
20180703,00_05,동탄5동,반월동,146.25
20180703,00_05,동탄5동,병점1동,378.02
20180703,00_05,동탄5동,병점2동,11.04
20180703,00_05,동탄5동,봉담읍,13.8
20180703,00_05,동탄5동,비봉면,2.76
20180703,00_05,동탄5동,양감면,2.76
20180703,00_05,동탄5동,우정읍,38.63
20180703,00_05,동탄5동,정남면,5.52
20180703,00_05,동탄5동,진안동,41.4
20180703,00_05,동탄5동,팔탄면,2.76
20180703,00_05,동탄5동,향남읍,19.32
20180703,00_05,동탄5동,화산동,11.04
20180703,00_05,동탄6동,기배동,8.28
20180703,00_05,동탄6동,남양읍,16.56
20180703,00_05,동탄6동,동탄1동,471.83
20180703,00_05,동탄6동,동탄2동,1542.3
20180703,00_05,동탄6동,동탄3동,206.96
20180703,00_05,동탄6동,동탄4동,1098.11
20180703,00_05,동탄6동,동탄5동,905
20180703,00_05,동탄6동,마도면,8.28
20180703,00_05,동탄6동,매송면,2.76
20180703,00_05,동탄6동,반월동,298
20180703,00_05,동탄6동,병점1동,52.43
20180703,00_05,동탄6동,병점2동,49.68
20180703,00_05,동탄6동,봉담읍,52.44
20180703,00_05,동탄6동,비봉면,2.76
20180703,00_05,동탄6동,양감면,5.52
20180703,00_05,동탄6동,우정읍,66.21
20180703,00_05,동탄6동,장안면,11.04
20180703,00_05,동탄6동,정남면,35.88
20180703,00_05,동탄6동,진안동,110.39
20180703,00_05,동탄6동,팔탄면,8.28
20180703,00_05,동탄6동,향남읍,52.44
20180703,00_05,동탄6동,화산동,33.12
20180703,00_05,마도면,남양읍,328.36
20180703,00_05,마도면,동탄2동,2.76
20180703,00_05,마도면,동탄3동,11.04
20180703,00_05,마도면,동탄6동,2.76
20180703,00_05,마도면,매송면,2.76
20180703,00_05,마도면,반월동,2.76
20180703,00_05,마도면,병점1동,5.52
20180703,00_05,마도면,봉담읍,13.8
20180703,00_05,마도면,비봉면,27.6
20180703,00_05,마도면,서신면,46.92
20180703,00_05,마도면,송산면,303.49
20180703,00_05,마도면,우정읍,22.08
20180703,00_05,마도면,장안면,8.28
20180703,00_05,마도면,정남면,5.52
20180703,00_05,마도면,팔탄면,27.6
20180703,00_05,마도면,향남읍,11.04
20180703,00_05,마도면,화산동,2.76
20180703,00_05,매송면,기배동,2.76
20180703,00_05,매송면,남양읍,44.16
20180703,00_05,매송면,동탄1동,2.76
20180703,00_05,매송면,동탄2동,2.76
20180703,00_05,매송면,동탄3동,5.52
20180703,00_05,매송면,동탄4동,2.76
20180703,00_05,매송면,동탄5동,5.52
20180703,00_05,매송면,동탄6동,5.52
20180703,00_05,매송면,마도면,13.8
20180703,00_05,매송면,병점2동,2.76
20180703,00_05,매송면,봉담읍,275.95
20180703,00_05,매송면,비봉면,215.24
20180703,00_05,매송면,송산면,5.52
20180703,00_05,매송면,우정읍,13.8
20180703,00_05,매송면,장안면,2.76
20180703,00_05,매송면,정남면,2.76
20180703,00_05,매송면,진안동,8.28
20180703,00_05,매송면,팔탄면,11.04
20180703,00_05,매송면,향남읍,13.8
20180703,00_05,매송면,화산동,13.8
20180703,00_05,반월동,기배동,5.52
20180703,00_05,반월동,남양읍,2.76
20180703,00_05,반월동,동탄1동,493.88
20180703,00_05,반월동,동탄2동,1051.2
20180703,00_05,반월동,동탄3동,791.88
20180703,00_05,반월동,동탄4동,11.04
20180703,00_05,반월동,동탄5동,19.32
20180703,00_05,반월동,동탄6동,52.44
20180703,00_05,반월동,마도면,5.52
20180703,00_05,반월동,매송면,2.76
20180703,00_05,반월동,병점1동,46.92
20180703,00_05,반월동,병점2동,91.08
20180703,00_05,반월동,봉담읍,33.12
20180703,00_05,반월동,송산면,5.52
20180703,00_05,반월동,우정읍,46.91
20180703,00_05,반월동,장안면,8.28
20180703,00_05,반월동,정남면,27.6
20180703,00_05,반월동,진안동,1172.64
20180703,00_05,반월동,팔탄면,2.76
20180703,00_05,반월동,향남읍,24.84
20180703,00_05,반월동,화산동,24.84
20180703,00_05,병점1동,남양읍,13.8
20180703,00_05,병점1동,동탄1동,66.24
20180703,00_05,병점1동,동탄2동,154.54
20180703,00_05,병점1동,동탄3동,333.87
20180703,00_05,병점1동,동탄4동,13.8
20180703,00_05,병점1동,동탄5동,57.96
20180703,00_05,병점1동,동탄6동,60.72
20180703,00_05,병점1동,마도면,5.52
20180703,00_05,병점1동,매송면,2.76
20180703,00_05,병점1동,반월동,146.24
20180703,00_05,병점1동,병점2동,695.29
20180703,00_05,병점1동,봉담읍,52.44
20180703,00_05,병점1동,비봉면,2.76
20180703,00_05,병점1동,양감면,13.8
20180703,00_05,병점1동,우정읍,60.71
20180703,00_05,병점1동,장안면,8.28
20180703,00_05,병점1동,정남면,60.71
20180703,00_05,병점1동,진안동,871.89
20180703,00_05,병점1동,팔탄면,24.84
20180703,00_05,병점1동,향남읍,35.88
20180703,00_05,병점1동,화산동,96.6
20180703,00_05,병점2동,기배동,8.28
20180703,00_05,병점2동,남양읍,2.76
20180703,00_05,병점2동,동탄1동,74.52
20180703,00_05,병점2동,동탄2동,143.49
20180703,00_05,병점2동,동탄3동,1511.98
20180703,00_05,병점2동,동탄4동,19.32
20180703,00_05,병점2동,동탄5동,27.6
20180703,00_05,병점2동,동탄6동,49.68
20180703,00_05,병점2동,매송면,2.76
20180703,00_05,병점2동,반월동,187.64
20180703,00_05,병점2동,병점1동,684.25
20180703,00_05,병점2동,봉담읍,33.12
20180703,00_05,병점2동,송산면,5.52
20180703,00_05,병점2동,양감면,5.52
20180703,00_05,병점2동,우정읍,38.64
20180703,00_05,병점2동,장안면,16.56
20180703,00_05,병점2동,정남면,27.6
20180703,00_05,병점2동,진안동,1009.83
20180703,00_05,병점2동,팔탄면,19.32
20180703,00_05,병점2동,향남읍,33.12
20180703,00_05,병점2동,화산동,41.4
20180703,00_05,봉담읍,기배동,1205.72
20180703,00_05,봉담읍,남양읍,121.42
20180703,00_05,봉담읍,동탄1동,52.44
20180703,00_05,봉담읍,동탄2동,88.32
20180703,00_05,봉담읍,동탄3동,46.92
20180703,00_05,봉담읍,동탄4동,24.84
20180703,00_05,봉담읍,동탄5동,27.6
20180703,00_05,봉담읍,동탄6동,66.24
20180703,00_05,봉담읍,마도면,30.36
20180703,00_05,봉담읍,매송면,226.29
20180703,00_05,봉담읍,반월동,80.04
20180703,00_05,봉담읍,병점1동,66.24
20180703,00_05,봉담읍,병점2동,44.16
20180703,00_05,봉담읍,비봉면,30.36
20180703,00_05,봉담읍,서신면,13.8
20180703,00_05,봉담읍,송산면,16.56
20180703,00_05,봉담읍,양감면,35.88
20180703,00_05,봉담읍,우정읍,405.59
20180703,00_05,봉담읍,장안면,80.04
20180703,00_05,봉담읍,정남면,435.94
20180703,00_05,봉담읍,진안동,143.51
20180703,00_05,봉담읍,팔탄면,300.76
20180703,00_05,봉담읍,향남읍,339.39
20180703,00_05,봉담읍,화산동,1385.05
20180703,00_05,비봉면,남양읍,515.95
20180703,00_05,비봉면,동탄1동,2.76
20180703,00_05,비봉면,동탄2동,8.28
20180703,00_05,비봉면,동탄5동,5.52
20180703,00_05,비봉면,마도면,22.08
20180703,00_05,비봉면,매송면,55.2
20180703,00_05,비봉면,병점1동,2.76
20180703,00_05,비봉면,봉담읍,27.6
20180703,00_05,비봉면,송산면,2.76
20180703,00_05,비봉면,양감면,8.28
20180703,00_05,비봉면,우정읍,13.8
20180703,00_05,비봉면,팔탄면,66.24
20180703,00_05,비봉면,향남읍,33.12
20180703,00_05,비봉면,화산동,8.28
20180703,00_05,서신면,기배동,2.76
20180703,00_05,서신면,남양읍,80.04
20180703,00_05,서신면,동탄3동,2.76
20180703,00_05,서신면,동탄4동,2.76
20180703,00_05,서신면,마도면,49.68
20180703,00_05,서신면,매송면,5.52
20180703,00_05,서신면,봉담읍,8.28
20180703,00_05,서신면,비봉면,11.04
20180703,00_05,서신면,송산면,91.08
20180703,00_05,서신면,우정읍,44.16
20180703,00_05,서신면,장안면,5.52
20180703,00_05,서신면,팔탄면,2.76
20180703,00_05,서신면,향남읍,2.76
20180703,00_05,서신면,화산동,2.76
20180703,00_05,송산면,기배동,2.76
20180703,00_05,송산면,남양읍,118.66
20180703,00_05,송산면,동탄1동,5.52
20180703,00_05,송산면,동탄5동,5.52
20180703,00_05,송산면,동탄6동,5.52
20180703,00_05,송산면,마도면,270.39
20180703,00_05,송산면,봉담읍,24.84
20180703,00_05,송산면,비봉면,22.08
20180703,00_05,송산면,서신면,137.98
20180703,00_05,송산면,우정읍,5.52
20180703,00_05,송산면,팔탄면,16.56
20180703,00_05,송산면,향남읍,8.28
20180703,00_05,송산면,화산동,2.76
20180703,00_05,양감면,남양읍,5.52
20180703,00_05,양감면,동탄2동,11.04
20180703,00_05,양감면,동탄4동,2.76
20180703,00_05,양감면,동탄5동,2.76
20180703,00_05,양감면,동탄6동,2.76
20180703,00_05,양감면,마도면,5.52
20180703,00_05,양감면,병점1동,8.28
20180703,00_05,양감면,봉담읍,11.04
20180703,00_05,양감면,서신면,8.28
20180703,00_05,양감면,우정읍,5.52
20180703,00_05,양감면,장안면,2.76
20180703,00_05,양감면,정남면,8.28
20180703,00_05,양감면,진안동,2.76
20180703,00_05,양감면,팔탄면,5.52
20180703,00_05,양감면,향남읍,245.58
20180703,00_05,우정읍,기배동,2.76
20180703,00_05,우정읍,남양읍,55.2
20180703,00_05,우정읍,동탄3동,19.32
20180703,00_05,우정읍,동탄4동,2.76
20180703,00_05,우정읍,동탄6동,8.28
20180703,00_05,우정읍,마도면,44.16
20180703,00_05,우정읍,병점1동,2.76
20180703,00_05,우정읍,봉담읍,30.36
20180703,00_05,우정읍,비봉면,27.59
20180703,00_05,우정읍,서신면,38.64
20180703,00_05,우정읍,송산면,5.52
20180703,00_05,우정읍,양감면,16.56
20180703,00_05,우정읍,장안면,808.42
20180703,00_05,우정읍,정남면,13.8
20180703,00_05,우정읍,진안동,8.28
20180703,00_05,우정읍,팔탄면,165.57
20180703,00_05,우정읍,향남읍,195.94
20180703,00_05,장안면,남양읍,63.48
20180703,00_05,장안면,동탄2동,2.76
20180703,00_05,장안면,동탄3동,2.76
20180703,00_05,장안면,동탄4동,2.76
20180703,00_05,장안면,동탄6동,2.76
20180703,00_05,장안면,마도면,8.28
20180703,00_05,장안면,매송면,8.28
20180703,00_05,장안면,병점1동,2.76
20180703,00_05,장안면,봉담읍,16.56
20180703,00_05,장안면,비봉면,8.28
20180703,00_05,장안면,서신면,11.04
20180703,00_05,장안면,송산면,2.76
20180703,00_05,장안면,양감면,13.8
20180703,00_05,장안면,우정읍,753.27
20180703,00_05,장안면,정남면,5.52
20180703,00_05,장안면,진안동,2.76
20180703,00_05,장안면,팔탄면,220.77
20180703,00_05,장안면,향남읍,146.24
20180703,00_05,정남면,기배동,16.56
20180703,00_05,정남면,남양읍,13.8
20180703,00_05,정남면,동탄1동,8.28
20180703,00_05,정남면,동탄2동,11.04
20180703,00_05,정남면,동탄3동,33.12
20180703,00_05,정남면,동탄4동,5.52
20180703,00_05,정남면,동탄5동,8.28
20180703,00_05,정남면,동탄6동,13.8
20180703,00_05,정남면,마도면,5.52
20180703,00_05,정남면,매송면,2.76
20180703,00_05,정남면,반월동,19.32
20180703,00_05,정남면,병점1동,13.8
20180703,00_05,정남면,병점2동,11.04
20180703,00_05,정남면,봉담읍,237.29
20180703,00_05,정남면,비봉면,2.76
20180703,00_05,정남면,송산면,5.52
20180703,00_05,정남면,양감면,22.08
20180703,00_05,정남면,우정읍,2.76
20180703,00_05,정남면,장안면,8.28
20180703,00_05,정남면,진안동,41.4
20180703,00_05,정남면,팔탄면,30.36
20180703,00_05,정남면,향남읍,223.51
20180703,00_05,정남면,화산동,71.76
20180703,00_05,진안동,기배동,24.84
20180703,00_05,진안동,남양읍,19.32
20180703,00_05,진안동,동탄1동,107.63
20180703,00_05,진안동,동탄2동,292.48
20180703,00_05,진안동,동탄3동,731.17
20180703,00_05,진안동,동탄4동,13.8
20180703,00_05,진안동,동탄5동,38.64
20180703,00_05,진안동,동탄6동,74.52
20180703,00_05,진안동,마도면,2.76
20180703,00_05,진안동,매송면,2.76
20180703,00_05,진안동,반월동,1407.14
20180703,00_05,진안동,병점1동,725.66
20180703,00_05,진안동,병점2동,1087.09
20180703,00_05,진안동,봉담읍,110.4
20180703,00_05,진안동,비봉면,2.76
20180703,00_05,진안동,서신면,2.76
20180703,00_05,진안동,송산면,5.52
20180703,00_05,진안동,양감면,22.08
20180703,00_05,진안동,우정읍,27.6
20180703,00_05,진안동,장안면,19.32
20180703,00_05,진안동,정남면,85.56
20180703,00_05,진안동,팔탄면,38.64
20180703,00_05,진안동,향남읍,30.36
20180703,00_05,진안동,화산동,300.77
20180703,00_05,팔탄면,남양읍,88.32
20180703,00_05,팔탄면,동탄1동,2.76
20180703,00_05,팔탄면,동탄2동,5.52
20180703,00_05,팔탄면,동탄3동,2.76
20180703,00_05,팔탄면,동탄4동,2.76
20180703,00_05,팔탄면,동탄5동,5.52
20180703,00_05,팔탄면,동탄6동,16.56
20180703,00_05,팔탄면,마도면,2.76
20180703,00_05,팔탄면,매송면,8.28
20180703,00_05,팔탄면,반월동,11.04
20180703,00_05,팔탄면,병점1동,2.76
20180703,00_05,팔탄면,병점2동,5.52
20180703,00_05,팔탄면,봉담읍,251.12
20180703,00_05,팔탄면,비봉면,52.44
20180703,00_05,팔탄면,송산면,5.52
20180703,00_05,팔탄면,양감면,11.04
20180703,00_05,팔탄면,우정읍,91.07
20180703,00_05,팔탄면,장안면,201.45
20180703,00_05,팔탄면,정남면,22.08
20180703,00_05,팔탄면,진안동,19.32
20180703,00_05,팔탄면,향남읍,618.06
20180703,00_05,팔탄면,화산동,11.04
20180703,00_05,향남읍,기배동,16.56
20180703,00_05,향남읍,남양읍,168.33
20180703,00_05,향남읍,동탄1동,49.68
20180703,00_05,향남읍,동탄2동,52.44
20180703,00_05,향남읍,동탄3동,30.36
20180703,00_05,향남읍,동탄4동,8.28
20180703,00_05,향남읍,동탄5동,19.32
20180703,00_05,향남읍,동탄6동,38.64
20180703,00_05,향남읍,마도면,57.96
20180703,00_05,향남읍,매송면,2.76
20180703,00_05,향남읍,반월동,16.56
20180703,00_05,향남읍,병점1동,13.8
20180703,00_05,향남읍,병점2동,22.08
20180703,00_05,향남읍,봉담읍,295.23
20180703,00_05,향남읍,비봉면,88.31
20180703,00_05,향남읍,서신면,16.56
20180703,00_05,향남읍,송산면,27.6
20180703,00_05,향남읍,양감면,518.71
20180703,00_05,향남읍,우정읍,844.31
20180703,00_05,향남읍,장안면,400.08
20180703,00_05,향남읍,정남면,320.05
20180703,00_05,향남읍,진안동,41.4
20180703,00_05,향남읍,팔탄면,1277.48
20180703,00_05,향남읍,화산동,55.19
20180703,00_05,화산동,기배동,44.16
20180703,00_05,화산동,남양읍,24.84
20180703,00_05,화산동,동탄1동,22.08
20180703,00_05,화산동,동탄2동,44.16
20180703,00_05,화산동,동탄3동,55.2
20180703,00_05,화산동,동탄4동,8.28
20180703,00_05,화산동,동탄5동,8.28
20180703,00_05,화산동,동탄6동,19.32
20180703,00_05,화산동,마도면,8.28
20180703,00_05,화산동,매송면,5.52
20180703,00_05,화산동,반월동,60.72
20180703,00_05,화산동,병점1동,135.24
20180703,00_05,화산동,병점2동,33.12
20180703,00_05,화산동,봉담읍,797.37
20180703,00_05,화산동,비봉면,2.76
20180703,00_05,화산동,송산면,2.76
20180703,00_05,화산동,양감면,8.28
20180703,00_05,화산동,우정읍,38.64
20180703,00_05,화산동,장안면,19.32
20180703,00_05,화산동,정남면,126.94
20180703,00_05,화산동,진안동,435.93
20180703,00_05,화산동,팔탄면,16.56
20180703,00_05,화산동,향남읍,44.15
20180703,06_11,기배동,남양읍,195.9
20180703,06_11,기배동,동탄1동,69
20180703,06_11,기배동,동탄2동,132.47
20180703,06_11,기배동,동탄3동,52.44
20180703,06_11,기배동,동탄4동,19.32
20180703,06_11,기배동,동탄5동,41.4
20180703,06_11,기배동,동탄6동,135.21
20180703,06_11,기배동,마도면,80.03
20180703,06_11,기배동,매송면,80.04
20180703,06_11,기배동,반월동,110.4
20180703,06_11,기배동,병점1동,102.11
20180703,06_11,기배동,병점2동,57.96
20180703,06_11,기배동,봉담읍,3343.99
20180703,06_11,기배동,비봉면,88.31
20180703,06_11,기배동,서신면,24.84
20180703,06_11,기배동,송산면,27.6
20180703,06_11,기배동,양감면,74.51
20180703,06_11,기배동,우정읍,74.51
20180703,06_11,기배동,장안면,91.07
20180703,06_11,기배동,정남면,474.57
20180703,06_11,기배동,진안동,135.23
20180703,06_11,기배동,팔탄면,267.64
20180703,06_11,기배동,향남읍,298
20180703,06_11,기배동,화산동,620.82
20180703,06_11,남양읍,기배동,33.12
20180703,06_11,남양읍,동탄1동,27.6
20180703,06_11,남양읍,동탄2동,55.2
20180703,06_11,남양읍,동탄3동,35.88
20180703,06_11,남양읍,동탄4동,24.84
20180703,06_11,남양읍,동탄5동,46.92
20180703,06_11,남양읍,동탄6동,60.72
20180703,06_11,남양읍,마도면,3506.81
20180703,06_11,남양읍,매송면,146.25
20180703,06_11,남양읍,반월동,24.84
20180703,06_11,남양읍,병점1동,27.6
20180703,06_11,남양읍,병점2동,11.04
20180703,06_11,남양읍,봉담읍,455.25
20180703,06_11,남양읍,비봉면,1669.27
20180703,06_11,남양읍,서신면,747.72
20180703,06_11,남양읍,송산면,1271.95
20180703,06_11,남양읍,양감면,140.73
20180703,06_11,남양읍,우정읍,444.23
20180703,06_11,남양읍,장안면,1197.45
20180703,06_11,남양읍,정남면,206.97
20180703,06_11,남양읍,진안동,60.72
20180703,06_11,남양읍,팔탄면,1914.8
20180703,06_11,남양읍,향남읍,871.89
20180703,06_11,남양읍,화산동,57.95
20180703,06_11,동탄1동,기배동,19.32
20180703,06_11,동탄1동,남양읍,110.37
20180703,06_11,동탄1동,동탄2동,2957.74
20180703,06_11,동탄1동,동탄3동,618.04
20180703,06_11,동탄1동,동탄4동,165.58
20180703,06_11,동탄1동,동탄5동,446.97
20180703,06_11,동탄1동,동탄6동,1465.08
20180703,06_11,동탄1동,마도면,5.52
20180703,06_11,동탄1동,반월동,2855.67
20180703,06_11,동탄1동,병점1동,93.83
20180703,06_11,동탄1동,병점2동,99.36
20180703,06_11,동탄1동,봉담읍,82.8
20180703,06_11,동탄1동,비봉면,16.56
20180703,06_11,동탄1동,서신면,8.28
20180703,06_11,동탄1동,송산면,2.76
20180703,06_11,동탄1동,양감면,13.8
20180703,06_11,동탄1동,우정읍,33.12
20180703,06_11,동탄1동,장안면,38.64
20180703,06_11,동탄1동,정남면,85.55
20180703,06_11,동탄1동,진안동,110.39
20180703,06_11,동탄1동,팔탄면,30.36
20180703,06_11,동탄1동,향남읍,41.4
20180703,06_11,동탄1동,화산동,44.16
20180703,06_11,동탄2동,기배동,110.39
20180703,06_11,동탄2동,남양읍,717.35
20180703,06_11,동탄2동,동탄1동,6414.85
20180703,06_11,동탄2동,동탄3동,5416.08
20180703,06_11,동탄2동,동탄4동,778.08
20180703,06_11,동탄2동,동탄5동,1465.08
20180703,06_11,동탄2동,동탄6동,5672.67
20180703,06_11,동탄2동,마도면,55.19
20180703,06_11,동탄2동,매송면,46.92
20180703,06_11,동탄2동,반월동,7692.3
20180703,06_11,동탄2동,병점1동,896.73
20180703,06_11,동탄2동,병점2동,546.3
20180703,06_11,동탄2동,봉담읍,692.54
20180703,06_11,동탄2동,비봉면,190.4
20180703,06_11,동탄2동,서신면,35.88
20180703,06_11,동탄2동,송산면,49.68
20180703,06_11,동탄2동,양감면,300.76
20180703,06_11,동탄2동,우정읍,336.63
20180703,06_11,동탄2동,장안면,201.43
20180703,06_11,동탄2동,정남면,678.78
20180703,06_11,동탄2동,진안동,833.24
20180703,06_11,동탄2동,팔탄면,311.8
20180703,06_11,동탄2동,향남읍,623.57
20180703,06_11,동탄2동,화산동,557.37
20180703,06_11,동탄3동,기배동,121.43
20180703,06_11,동탄3동,남양읍,446.99
20180703,06_11,동탄3동,동탄1동,2695.64
20180703,06_11,동탄3동,동탄2동,6850.78
20180703,06_11,동탄3동,동탄4동,411.13
20180703,06_11,동탄3동,동탄5동,698.06
20180703,06_11,동탄3동,동탄6동,1633.4
20180703,06_11,동탄3동,마도면,71.74
20180703,06_11,동탄3동,매송면,46.92
20180703,06_11,동탄3동,반월동,5650.56
20180703,06_11,동탄3동,병점1동,2011.4
20180703,06_11,동탄3동,병점2동,2232.1
20180703,06_11,동탄3동,봉담읍,579.44
20180703,06_11,동탄3동,비봉면,74.52
20180703,06_11,동탄3동,서신면,24.84
20180703,06_11,동탄3동,송산면,41.4
20180703,06_11,동탄3동,양감면,229.02
20180703,06_11,동탄3동,우정읍,179.35
20180703,06_11,동탄3동,장안면,157.27
20180703,06_11,동탄3동,정남면,733.92
20180703,06_11,동탄3동,진안동,1691.32
20180703,06_11,동탄3동,팔탄면,259.36
20180703,06_11,동탄3동,향남읍,469.05
20180703,06_11,동탄3동,화산동,438.73
20180703,06_11,동탄4동,기배동,30.36
20180703,06_11,동탄4동,남양읍,502.17
20180703,06_11,동탄4동,동탄1동,2094.15
20180703,06_11,동탄4동,동탄2동,2353.51
20180703,06_11,동탄4동,동탄3동,667.68
20180703,06_11,동탄4동,동탄5동,6679.72
20180703,06_11,동탄4동,동탄6동,4971.87
20180703,06_11,동탄4동,마도면,35.88
20180703,06_11,동탄4동,매송면,22.08
20180703,06_11,동탄4동,반월동,2552.14
20180703,06_11,동탄4동,병점1동,405.61
20180703,06_11,동탄4동,병점2동,176.61
20180703,06_11,동탄4동,봉담읍,309.03
20180703,06_11,동탄4동,비봉면,52.43
20180703,06_11,동탄4동,서신면,24.84
20180703,06_11,동탄4동,송산면,24.84
20180703,06_11,동탄4동,양감면,182.12
20180703,06_11,동탄4동,우정읍,339.38
20180703,06_11,동탄4동,장안면,143.47
20180703,06_11,동탄4동,정남면,419.41
20180703,06_11,동탄4동,진안동,325.59
20180703,06_11,동탄4동,팔탄면,187.63
20180703,06_11,동탄4동,향남읍,394.59
20180703,06_11,동탄4동,화산동,162.81
20180703,06_11,동탄5동,기배동,30.36
20180703,06_11,동탄5동,남양읍,209.7
20180703,06_11,동탄5동,동탄1동,1161.6
20180703,06_11,동탄5동,동탄2동,1269.17
20180703,06_11,동탄5동,동탄3동,369.74
20180703,06_11,동탄5동,동탄4동,4017.21
20180703,06_11,동탄5동,동탄6동,2477.65
20180703,06_11,동탄5동,마도면,24.84
20180703,06_11,동탄5동,매송면,2.76
20180703,06_11,동탄5동,반월동,1236.07
20180703,06_11,동탄5동,병점1동,551.8
20180703,06_11,동탄5동,병점2동,57.96
20180703,06_11,동탄5동,봉담읍,229.03
20180703,06_11,동탄5동,비봉면,46.92
20180703,06_11,동탄5동,서신면,11.04
20180703,06_11,동탄5동,송산면,8.28
20180703,06_11,동탄5동,양감면,88.32
20180703,06_11,동탄5동,우정읍,113.13
20180703,06_11,동탄5동,장안면,82.79
20180703,06_11,동탄5동,정남면,176.59
20180703,06_11,동탄5동,진안동,184.88
20180703,06_11,동탄5동,팔탄면,113.14
